,Unnamed: 0,prefix,input_text,target_text
6717,6717,webNLG,Ability | knowledge_skills | assess and report risks,Ability to assess and report risks
6718,6718,webNLG,Ability | knowledge_skills | meet deadlines,Ability to meet deadlines
6719,6719,webNLG,Experience | Experience_skills | using Confluence, Experience using Confluence
6720,6720,webNLG,Ensure | knowledge_skills | capture of Metrics, Ensure reusability and capture of Metrics
6721,6721,webNLG,Ability | knowledge_skills | troubleshoot errors in tool usage in first instance before logging defects for DevOps team, Ability to troubleshoot errors in tool usage in first instance before logging defects for DevOps team
6722,6722,webNLG,Understanding | knowledge_areas | how IIS hosted web services applications work, Understanding of how IIS hosted web services applications work
6723,6723,webNLG,"Experience | Experience_skills | scripting automated end to end performance tests , for example by simulating HTTP requests , or by && Experience | Experience_skills | direct automated manipulation of the UI"," Experience in scripting automated end to end performance tests, for example by simulating HTTP requests, or by direct automated manipulation of the UI"
6724,6724,webNLG,Understanding | knowledge_areas | how to identify bottlenecks in distributed systems, Understanding of how to identify bottlenecks in distributed systems
6725,6725,webNLG,Knowledge | knowledge_areas | how these work in a cloud platform && Knowledge | knowledge_skills | Azure desirable && Knowledge | knowledge_areas | Azure && Knowledge | knowledge_skills | how these work in a cloud platform such, Knowledge of how these work in a cloud platform such as Azure desirable
6726,6726,webNLG,Knowledge | knowledge_skills | suitable data analytics && Knowledge | knowledge_skills | Excel && Knowledge | knowledge_skills | Power BI && Knowledge | knowledge_skills | data analysis and presentation, Knowledge of Power BI or Excel or suitable data analytics platform is essential for data analysis and presentation
6727,6727,webNLG,"ability | knowledge_skills | think through a problem && ability | knowledge_skills | apply a logical , analytical approach to develop a solution","Positive approach towards problem solving under pressure, including the ability to think through a problem and apply a logical, analytical approach to develop a solution"
6728,6728,webNLG,interest | knowledge_skills | developing and implementing effective data solutions and or strategies to make more effective use of data, Experience and or an interest in developing and implementing effective data solutions and or strategies to make more effective use of data
6729,6729,webNLG,Good working knowledge | knowledge_skills | MS Power BI && Good working knowledge | knowledge_skills | Microsoft BI technology stack && Good working knowledge | knowledge_skills | MS Power Query && Good working knowledge | knowledge_skills | MS Power Pivot && Good working knowledge | knowledge_skills | SQL Server && Good working knowledge | knowledge_skills | SQL SSIS," Good working knowledge of Microsoft BI technology stack including SQL Server, SQL SSIS, MS Power Query, MS Power Pivot, MS Power BI"
6730,6730,webNLG,An understanding | knowledge_areas | the development of data models && An understanding | knowledge_skills | SQL ( “ our && An understanding | knowledge_areas | best - practice approaches," An understanding of best-practice approaches to the development of data models in Excel, and SQL (“our modelling tools”)"
6731,6731,webNLG,Experience | Experience_skills | R && Experience | Experience_skills | leading data visualisation and analytics tools && Experience | Experience_skills | Python," Experience with and knowledge of best practice workings of leading data visualisation and analytics tools like MS Power BI, Tableau, QlikView, Python or R"
6732,6732,webNLG,"Experience | Experience_skills | taking a lead role in successfully delivering data strategy , data model , data , analytics , data governance , or data maturity assessment services"," Experience of taking a lead role in successfully delivering data strategy, data model, data, analytics, data governance, or data maturity assessment services"
6733,6733,webNLG,Ability | knowledge_skills | create end to end data and information sharing strategies and operating models, Ability to create end to end data and information sharing strategies and operating models
6734,6734,webNLG,"ability | knowledge_skills | think through a problem && ability | knowledge_skills | apply a logical , analytical approach to develop a solution"," Positive approach towards problem solving under pressure, including the ability to think through a problem and apply a logical, analytical approach to develop a solution"
